review,character_count,label
very good quality n products this price,39,1
Onek Akta Products Nite Paren!🤝,31,1
product thik vabe peyechi shate ekta liquid detergent peyechi bhalo chilo use korechi thanks gift er jonno,106,1
t-shirt design ta boro cute!! fitting o perfect. will order more 🙏,66,1
"faltu seller!! kalo tar jonno extra pay korlam, dilo neel ta 😡",62,0
"Jeta delivery holo, sheta ami order kori nai.",45,0
vlohhhhhhhhhjjjjjjjjjjjjjjjdjdjssjjs,36,1
"muta muti Valo products, somoy moto delivery peyeci",51,1
"Onek din pore order pelam, but jinish pura chira.",49,0
onk valo.......porimane besi....forsha hoye gesi dia,52,1
Bhalo product chilo love it olpo takay daraz ei somvob agula ❤️,63,1
Color fade hoye gelo 1st wash e.,32,0
anek valo,9,1
"hatey peyechi, dekhe valo mone hoyeche, charge er bishoyta chalaano r por bujhte parbo.",87,1
ONIK VALO,9,1
Bhai seraaaaaaaaa,17,1
"Duplicate product, original na. Dhokabaji!",42,0
"good product... 
thanks for fast delivery.. 
thank you so much daraz 🥰
thank you so much for everything❤️",105,1
masha allah onek sundor product💕💕 je keo nite paren💕💕,53,1
product is also good this price is perfect,42,1
Daraz e r kinbo na. Basta.,26,0
"Quality ekdom faltu, dam o beshi. Thoka khailam.",48,0
"Eta ekta fake product, plain and simple.",40,0
express delivery pailam!! expected 3 days kintu 1 din e ashlo 🚀,63,1
kapor quality toh masha allah!! wash korar poro o color fade hoy nai. value for money,85,1
ei daame valoei hoiche bt liquid dishwash leak kore vije giyechilo!! thik hoyni. better pkg kora lagbe. redx er delivery byabotha baje hoye jacche,146,0
Thank you so much for this goods. Long expiry date here.,56,1
I would have given 0 stars if I could. The product is broken as the wheel to change the weight doesn't even move. it is stuck at one place which is 5kg. the seller doesn't reply to my text and Is very useless. Do not buy from here as many people had the same problem.,267,0
"dhoka diyeche!! keyboard+mouse ekshate order disi 448tk diye, diyeche shudu 1ta maus!! protarak seller. dhoka khaisi bhai 😡",123,0
khub sundor chilo eta😍,22,1
"babohaar kore dekhini, shobe valo vabe e hatey peyechi, packing sundor chilo.",77,1
nice producs,12,1
daamer tulonay onek beshi valo🙂 apnara chaile e nite paren😊 dhonnobad daraz ke🫵🥰,80,1
Product er smell e matha dhore jay. Head ache!,46,0
"valo, apnara nite paren.",24,1
vhaloi product ta apnara caile nite paren,41,1
"Bhai, personal er Jonno Bhalo onek.",35,1
Scratch ar dent chilo product e. Used.,38,0
onek valo akta product,22,1
just i got my product it’s really  good.this is original and ussaly It's price is very high but i bought its small amount thank you daraz for give us best products. keep it up..,177,1
"products valo, kinte paren. dhonnobad seller bhai ke valo jinish deoar jonno🥰🥰🥰",79,1
coil gulo valo ache. mosha taray. dhowa kom.,44,1
Valo,4,1
ei daame jinishTa onek val peyechi. dhonnobad daraz ke.,55,1
remote car battery drain khub fast. 15 min e shesh,50,0
"quality balo aro balo korle sera hoito,",39,1
Ekta essential part missing. Kono use i korte parchi na.,56,0
amr kache smell vlo lage nai..tobe delivery payche quick,56,1
"mukhe jala korche!! kono kaje nai 😡 kom daame valo kothay hoy, mukh nosto hoye jabe ei diye",91,0
selar k thanks oder ar 2 nd din delivery paice packgin gd quality o gd.. 3 days use korce valo e sobai chai nete paren ...original products dece..thanks daraz&selar,164,1
Keu kinben na ei product. Warning.,34,0
jerokom caici sei rokom paici.. sobai nite paren,48,1
mutamuti val. tobe volume komano barrano jay na. aro onek function kaj kore na. tobe best in money range.,105,1
"good product, on time delivery, expiry date valoi. recommended",62,1
Daraz ekhon fake product er hub.,32,0
price hisabe products ta oenak valo thanks seller ke,52,1
thanks for the product,22,1
diacount a newa dekhe chole but ei price a quality low monw hoi,63,0
sob kisu thik ase but ami order korsi Black Color But amk Deuya Hoise Orange Color,82,0
mosha morena jai o  na,22,0
amazing product. i'm satisfied and highly recommended to others. thanks.,72,1
Ekdom hotash. R ki bolbo.,25,0
"alhamdulillah, hate pelam thanks daraz ke valo akta product deyar jono.",71,1
Uninstalling Daraz app. Bye bye.,32,0
Got it in very low price. The Facewash itself is obviously good.,64,1
nice product 3 ta use kortesei,30,1
ekhon er smell ta valo lge nai ager ta valo chilo,49,0
"mutamuti 
beshi valo nah",24,0
nail polish chip hoye gelo 2nd din e. quality terrible,54,0
"nice product.. ei prothom nilam,use kore update dibo..meyad onk din ache...fast delivery..",90,1
dui jayga futa chilo onekkhani pora gacha. pacaking valo hoy nai,64,1
Product 1 din er moddhei off hoye geche.,40,0
"khub baje ekta product. earbuds er box shompornooshto. 2/3 ghonta charge dile 1 ghonta babohaar. earbuds e onek dag ache, mone hoy age er babohaar kora.",152,0
dokaaner theke kom daame paichi.,32,1
"alhamdulillah daam onujayi 100% valo ache. chaile apnara nite paren. packaging ta onek val chilo, seller er babohaarTa onek valo chilo.",135,1
"Original products. good packaging ❤️
Thanks for fast Delivery",61,1
2027 sal porjonto meyad ase. quality valo. recommend,52,1
"lightTa noshto, baje product, seller er kache eta asha kori nai.",64,0
fabric quality boro kharap!! 1st wash e colour chore gelo puro. rongdhonu hoye gelo kapor 😭,91,0
"onek valo, nite paren.",22,1
Thanks at this price,20,1
"Product er gondho ta khub kharap chilo, mone hochilo chemical diye dhoya.",73,0
"valoi ache, ei daame emon ekta paoa shotti valoi.",49,1
prod oshadharon bt display quality ta ektu kharap!! na hole puro build quality perfect hoto,91,0
onek kharaf kew niyen na,24,0
"good product, ponno ti Amar kache Valo money hoyece",51,1
Overall Goods. I’m satisfied . You can buy this product.,56,1
Bhai product tar quality ta valo but er weight onek kom!!Exercise kora onek shoja!!Jodi tomar grip strength onek kom tahole kinte paro👍.,136,1
not bad working val,19,1
Amar shob kichu waste hoyeche.,30,1
sports shoes comfortable!! sole cushioning effective. running e valo,68,1
Alhamdulillah valo pelam caile niye dekhte paren 💝Thank you daraz 🫂,67,1
Ami ei purchase er jonno onek regret korchi.,44,0
"khub baje ekta product. prothom koyekdin thik moto kaj korche, kintu ekhon bluetooth connect hoy na😢 return o dite parchina, return er shomoy shesh. keu neben na, shudhu shudhu taka noshto.",189,0
bedsheet soft touch!! color o bright. after wash o ok ache. good buy,68,1
"choice store er kache ei asah korinai!! vanga prod pkg kore pathiyeche!! pkg er por vanglei vanga tukra sath thaakto, bt seta nei mane tumi jaante bujhte dichho!! khub dukhkhojanak 😢",182,0
"valo product, ami amar friends ra 8 ta kinechi 8️⃣",50,1
dilam Kalo also green clr 🤡,27,1
touch korlei mone hoy pura plastic er.,38,0
dam besi,8,1
awesome....onk kom takai pelam....valo product....thankyou daraz...thankyou seller,82,1
"vul size, onek boro/choto. Fit hoy na at all.",45,0
Purchase in Daraz 9:9 from the Choice store. Cost 89Tk per 1kg pack,67,1
Daraz er quality control department koi?,40,0
Sudhu brash dise khap dey ni,28,1
Very good and Authentic product,31,1
holder er shathe laganor ek minuter modhye IC pore ekdom chai. ekdom shadaron circuit chara normal light.,105,0
My mental peace is gone because of this.,40,0
multiple orders korsi kintu partial delivery dilo. rest koi?,60,0
valo kinto w8 komano baranor chabi ta low quality hoye gace...👍👍👍,65,0
awesome face wash I am personally using and get a better clean satisfactory outcome is really appreciative,106,1
masala mix smell authentic!! cooking e use kore family satisfied,64,1
"delivery vaiya ta valo ! jei time bolchilen thik sei time e aschen ! Product er packet er obstha kharap eta Daraz company er fault ! ei gula thik kore dewa uchit 

Headphone valo ! Alhamdulillah 😊
charger ta dewa uchit chilo vai 🙂",230,1
"Alhamdulillah! as I expected. value for money
100% authentic product.",69,1
"Offline kinechi ekta, bhalo chilo. Online e srabon.",51,1
"Ei powder ta ami ageu 2 bar nisi, onk valo kaj kore,,, 👍",56,1
bhai ei ta er voucher ekhono asheni 😒,37,0
"😡🥵Khobi baja obostha packaging khobi falto hoisa, 10 ta order korsi lam 3 ta ee fate gasa, aie rokom baje packaging kaw ki kora korta para, daiytobod bolta nai…😡😡🤬😤",164,0
toy car wheel 1st day e khuley gelo. assembly quality zero,58,0
"1 st time purchease korlam..
2 kg niyci..ada kori valo hpby insallah
apnara nity paren",86,1
onek valo product total 200 kg use korsi but akhono kono boucher pelam na syore theke...pele valo lagto,103,1
pant er belt loop already tore gece. 1 soptaho o hoy nai,56,0
toner ta use kore pores dekhte chhoto lagce. promising product,62,1
The hand gripper is veryy nicee andd the qualityy is alsoo good 👍,65,1
darun,5,1
"jodio duplicate powder bt use korle thik ache, nite paren",57,0
Return process too complicated. Akhon ki korbo?,47,0
bal mosa tik moto jay na. tobe smook kom,40,0
"Bhai eke kothai joss ekta jinish dice bolar basha nai jmn caichi tar cahite onk valo dice all over melai joss ekta jinish 💜

tnq you seller bhai k ❤️",149,1
Khub hotash hoyechi. Daraz er upor theke trust uthe geche.,58,0
"daraz ke osongkhyo dhonnobad, kom takaay valo jinish deoar jonno. itemti valo chilo, chaile apnara nite paren.",110,1
Koyek din por por amar starship kina lage .. cha er jonno ekdom perfect onek moja hoy cha. Ami ammu dui jon e kini,114,1
packaging valo cilo na.ekta pura ee nosto hoye giyecilo,55,0
"order korechi multicolor ar apni pathiyechen ek color keno bhai? shototaar shathe byobsha korle unnoti kora jay, noile shorajiban churii kore jaben. shofolta dekhte parben na.",175,0
Data waste hoyeche ei Daraz er jonno.,37,0
Onek sundor❤️❤️,15,1
shera ponno. and tnx ☺️ 😊 😘,27,1
packaging sundor chilo. lightings er modhye theke ekti bati kata diyeche. noshto light diyeche.,95,0
"i didn't get any brush as i ordered,
instead they gave me an extra toy which i ordered 2 of them",96,0
