sentence,char_count
ami diem ten seven bebahar krechi । bt segulor from etar saund qlty Hi-Res na hleo kaner j khubi valo । jara gan shunte valobasen they it obosshoi niye paro,166
onnk valooo saund quality। dlv bjjer use onnk bhlo। e dame shera saund qlty। dsgn onek valo।,112
"matr 2 diner mdhje delivery..
ki ar blb ek ktha vai re vai osadharn sound quality...
jara extream bass pchhnd kren tader jnj recommended.ami onek dhrner gan shune dekhechhi।। ganer prtita lyrics ekdm crystal clear ar vocal onek clear... 
ar hja ei earphone e treble ektu beshi। tbe jdi khub treble sensitive na hn to seta kichhu mnei hbe na।।
Finally ei budjet range e ei earphone er dharer kachheo kono earphone ba earbuds nai।। 
The great KZ EDX PRO 💯
Thanks Daraz 🥰",458
"osthir prdakt ✅
kintu eta treble onek tai equalizer die audio balance krte hbe nahle  kichhu shune mja paben na
surround ✅
build quality ✅
Packaging with babol Wraping✅
Purchase info: Purchase with collection point voucher applied 
Cost Tk:793
dhnjbad selarke mansmmt pnj deoar jnj jdi chjat respn0%",306
"etir smbndhe kichhu blar nei amar।
jemn dekh lam temni, ar jdi bli Quality OF SOUND & BUILT । khubi osadharn
apnara jara gamer Or Music lover tara eta nite paren price onujayi Best",177
"cayechilam green color diyeche white। ar bej onek kom, eita only amartaj naki onj guloteo setao jani karon prthm bought।",118
daam hisabe vlo । matr 3 diner inside dlvry pejechhe।slr ke thanks। recommended 😀😀,87
"earphonta khubi bhlo।
seller re thnks eto taratai dlvry dear jnje। all niye paren।",87
"dudin shune rvw dichchhi। aami mult rk ar pp miujik like kori। shathe bes lvaro। shunechhi kz edx pro bhaloi bes kavar krte pare। so ordr gave। aamar kachhe shune sntoshjnk mne hoice। saunde dip bes ache। tachhada mid ektu lo and trebl hai। tai valo klijar vokal paoa jai। jara uradhura bes fav koren trebl er jnje lil bit kom bhalo lagte pare। but ikujalaijar dije treblta lil bit kmije nile bes lil bit bust kore nile bhlo saund (bass) paben। shotti blte aamar ager ijarphon kz hd9 and trn mt1 arektu bhalo cilo ble mone hoi। Imagine dragons er radioactive e saw bes phete jachchhe। jekhane kz hd9 also bhlo parphrm kre (rest all right)।  In summary, etao valoi। Rating: 7.5 aut oph 10.",676
prodaktta onnk sundr chilo amar kachhe onk vlo legechhe। saund qlty onek valooo,81
kz edx pro  saund koaliti onek valo।ami sntusht karn eta original product,76
ami ekhan theke ekti EDX Pro earphones kinechhilam। ijarphontir ek pash broken।,72
"7 din pr review dichchhi , natural saund qlty , edx pro te bej ta lil bit less paoa jai but saund kristal klijar , dirgh time bjabhar korar preo kane kono bjatha onuvb kori nah , kjabl r with je kl risiv batn oita work kre naa , packaging intact chilo although।  overall good",272
"almost sat mas pr rvw gave। 
ek kthaj awesome ek ti ijarphon।",63
thanks to daraz,15
josh ek ta iarphon HD9 er tulnai eitar saund r standard ank bhal,61
product ta bhalo chilo,22
motamuti bhaloi ace sobai nite paren,34
"shob tk thak ago ekta niechhilam। 
abaro nilam ❤️‍🔥❤️‍🔥🥰",53
onek valo geim khela jay onek valo thank you so much,52
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,52
mi ordr korechi ek ta qkz dm9  r e prodaktta bt amake dutoi qkz dm 9  vule dijechhen naki ichchhakritvabe bujhte partechhi naa coz ichchhakritvabe e dhrner vul hojar talk na ar aami thaki soudite daraz thke anijechhi amar ek atmij madhjme । ami skjar bishbst slr so chek krar talk bli nai jani besh kom hbena kintu amar dharna to purai palte dilen,345
kub valo ek ti jinish mae 2 dine hate pie gelam।,48
sbchee bhlo quality er earphone r inside egulo।,42
"valo saund qlt & sundor 
chaile niye paro",48
"saund wow, bajet IEM e prfct।",36
"onek bhlo Product,,,sbai nite paren",35
emon hope korechi tar from valo hichhe।packing shob ok silo,53
"bhaloi eschhe, pkg best cilo।🥰",33
e nije tinbar kinchhi onek bhlo,31
"vai bishwas koren jtta asa nije kinechhilam but his/her 20% and pi ni e earphone from
jader bes drkar they vuleo kinben na ei earphone,, r pkg er to jata obstha 
eto dami ek ta earphone e bl wrapping kora naa
fraud all",219
khub valo ekta iem earphone,26
emon dekhechi temon pichi,24
bam kanarta kaj kore nah 💔,24
The best in this budget,23
asadharn....🙄❤️,14
Good for the price,18
orijinal mal ❤️❤️,17
gd nite parn sobi,17
best productnaks,16
"valo,  dam ank b lok t so nilam 😇🙃🐸",38
khub valo product,17
worst purchase ever.. pura money waste 😤,40
"PUBG - 9.5(bej r jnno lil bit phut step kom shona mane jkhn phaaring chole se sm)
MUSIC - 9.5 ( bej eksho knt ektu trebl ta more so word kan e lage bsh but phoner ikulaijar die seta bjalens kora ja)
MOVIE - 10 (tulna hjna) 
and nejar ek ta big beniphit hocche tar alada to buy pawa jai।jar karne his/her dead hleo shomossha nei again kine chalano jay। ❤️",348
orijinal prdt। bhal jinisi bla ja kint trebel ektu besi। jara bej lavar their jonno eta na kint jodi apnar kljariti drkar h tobe it ur mn vrabe। and phul saund die shunben naa karn onek vlium। 70% vliumeo onk more takes।,230
"nearly 15 din iuj korar pd rv dichchhi

prodact about bolar kichhui naa। bhalo mnd iutiub e paben bistarit। aamar eksperijens about blle blbo onek laud but kjekdin use krle kichhuta kme jai mone hoy mult eti ovjsth hje jay । trebl ache kichhuta hai। bej khb bhlo, dishtrsn nei ar valoi dip। 
packing valo chilo, pkt sh product oksht obsthaj i peychi। orijinal prodact alhdlh। colour nije issue nah, jeta chejechhi setai peyechi।",461
odar krar 3 diner mdhjei hate pelam। 2 ta odar krchhilam। kemn seta bujhtachhi nah। aamar 300 bdt damer iarphoner mti worst।,117
mi ojanplas 9 taip si knvartar dije bebohar krchhi। iuj krar time batas r mt shbd hte stays। emni nrmal hedphon jek e iuj krle shbd hoi naa। pisi te bjabhar korar tme sem batas r saund hoi।,193
"ami 10 she 9 dib hedphon anek bhal jerkm odar dichi oi rkm paichi.. 
pubg j vlo hbe. apnra niye paro chaile।",108
prdt bhal ba green kalarer sathe his/her dechhe onj kalarer,56
hedphonta dekhte onnk shundor ebong saund koaliti amazing। saund & bes onk hai। 100% vlium die gan shunle mathar mgj sh kanpe so 100% vlium die  keo gan shunben naa 70% r modhye vlium rekhe gan shunar trai krben sobai। jinishta pee aami ank khushi  apnara o nite paro।ei price er modhye shera ekta mal pailam🤗,301
"allhamdulillah valo prodact peechhi,,,seilar khubi vlo,,,apnra caile sobai niye paro???saund koaliti ki blb osadhararn,,,ei bajete jen agun pelam,,,ami eitar preme after gechhi,,,,all theke bhal takes 8d 3d song puratn gan gulu jen notun mne h,,,ek ktha osadharn///",260
orijinal prod diyeche slr।saund qlt besh vlo।packaging thikthak chilo।thanks seller re।,97
"gejet ide ekspr jtgulo seler bikri krtechhe market prais r compared to less dame peyechi ejarphontir 
beis & trabl onektai bhlo 
kebl qlt o bhaloi jara beshi lav ebong dhumdhum saund fav koren na their kachhe kichhukshn bjbhare mathaj bjtha krte pare 
overall ei bajete best bil quality best saund qlty🖤",312
fake product.. report korsi daraz k,35
"apnra eto phaltu hedphon diechhen,,
ek kaner ta nst,
clr dite blechhi bljak diechhen, hoait।ki ar blbo।eto rv dekhe apnake mesej die ordr korlam। eto trasted peijer jodi ato baje pristhiti h ki ar to say।eta  thik koren nah,, ami eta ekhon return dibo,,, hjarejmjant krata ok hnai।",284
"prodakttir  bild qlt  osadhrn chilo lngtaim iuj er j ank bhalo,geming krle nite paro  jodi miujik lavar hje thaken tahle e dame onj ijarphon nile vlo hoy",164
"So Nice 🥰
I'm Satisfied ☺️",26
"jtta bhalo vabsilam review deikha temon noh bjas ache lightweight and trebl besi 
bjas bsh thakle vlo bltam",99
"mukhe to say mt no vasha nei, ek ktha amazing prodact, ekdm orijinal product, saund koalitir word ble bujhano will go na,thx 🖤",128
alhamdulillah matr 3 dine prod hate peechhi। prodact r with ja pabar ta sbi thikthak peechhi। jar to buy chan nirdbidha nite paro।thanks TIME SQUARE & daraz bangladeshke। Red-x ke speshal thanks janai।✅,209
dirgh 5 mas bjabhar r pr rvw dichchhi। r prtita dik ek ktha oshadharon। 700 tk bjajete eitar biklp konota saw nah। TRN MT1ase ei bjajete tb oitar cable( tar) more bhal n। beshi bhal n blte tulnamulk Edx pro er cable besi vlo & durable । Edx pro Budget Best. youtube review gula dekhte paro also bsh jante hole।,316
"100% 100% , shera",17
bhaloi kintuu Bass kom।,22
BASS lavarder j darun ekti product। laud khub valooo । slr orjinal prodaktti gave । thnks janachchhi seller ke। 💕,121
"sbar shundor review dekhe order ta deja, vebechhilam othentik prod dibe kintu an bksing korar pr amar shob ashaj jl dhele gave slr, prthmt bks intact i cilo kintu kholar pr vitre Buds, Cable, Extra Eartips & User Manual dejar talk chilo, knt aami bks kholar pr vitre Buds, Cable & ekta ojarenti kard paichi, but Extra Tips & User Manual ta pi ni, slr er sathe jedin ordr krchhi oidik theke jogajog r cheshta krchhi they tk mt riplai i kre na, smadhan deja to durer word।

*Not Recommend!!!!!",500
well that was good.,19
"good product, thank you",23
"totally bksta  chhuri die upr from below kata chilo, dekhei mnta karap he ja। bt iarphonta bhlo chilo। prathmikvabe valoi legechhe, kdin bebahar krar pr bujte parbo। ei price e khubi bhal।",181
ek mas pr review ditechhi ek kthaj oshadharon,39
e bajeter inside best ekti hedphon। u all caile niye paren।,59
aamar ei iarphoner jeke prob majhe inside chhee chhee dei eita asa krini,69
after 1 year of usage.,22
saund koaliti prais onujai ok ace। prthm prthm kane ektu problem h mane Earbuds  kan r vitr thke berie ja tachhara all tk ace।,132
"3 mas bjbharer pr rvw dichchhi। 700 takar inside great ek ta earphon। tobe kl risiv krle kotha shona ja nah majhe modhye, it ekta shomossha। tobe jemon order krechhilam temon peechhi। delivario quick chilo। jodi chao niye paren।",208
quit good .aami sptaher mto bjabhar krchhi avg।tarta more bhalo naa। and kne bjatha kore।bt base bhlo। karo kane bjatha issue naa hole nite paren।kane onnk bjatha h। bakita apnar upr🫵🤷‍♂️,192
order krchhi white colour r esemes dieo blchhi white ta diten।kint dilen kalo colour।emon durniti ken krlen?egula bjbsar niti nah। vlo he jan nile bjbsa tikbena।,159
"bhaloi geming e 7/10
ar onek valooo ribiur modhye kichu kharap ribiu ace thaka savabik karn 100 ta jinish hte 20 ta pnje issue thakte pare jara odar krben rekmendem jinis jodi khrp pore tahle ritan krte parben 
badbaki aamar kachhe bhaloi legechhe😊",232
"bes ta lil bit kom mne hosse Remax 510 r tulna,hope kori pisite gem khele bhal ovijnjta pbo। service valooo peechhi,",109
"product design r color koaliti bhal lagchhe। 

bt slr respns khub e worst ebong chrm respnshintar prich diechhe।

din laglo only delivarite & ek ta mjasejero riplai kreni।

homdelivari thaka stbeo amar gie ante hechhe।",226
sbkichhui bhlo only damta bina karne more। aami mas ageo taka die ek ta kinechhilam। seta panite pe broken he ja। ebarer ta dekhi kt day chole।,140
ei hedphon ta 3/4 mas jabt rendmli bebohar krchhi।saund koaliti sei bhal।  u all chokh bndh kore niye paren।,106
"prodaktti klon product |anyone niben nah |saund qlty ekdm dull & trabel otirikto besi bass average|jara vlo rate gave they sobai tipikal murkh bangali |IN ear monitor eder kaji holo srbochch bhal kojalitir saund provaid kra ,and saundo vjeser ditels spsht vabe provaid kra। bt ijar bontir saund tipikal  200/300 taka price er ijarphoner mt।",359
"sbkichhui ok ace ✅kintuu
dlv onnk derite hichhe 🥲
22 disembr  e hate pee chhilam 

it shotti awesome  saund kleti 

it sadharn kono iar phone na 
eta IEM it mult prpheshnal ra bujte pare 

ur if iem shomporkhe kono dharna jodi nah thake 
then nah neoai valooo",258
"slr ek ktha phrt, batpar,, kpi jinij dhrie die prbrti te kon respns de na,, eder mto phrt er j drz his/her snman khoachchhe,, 
kichhudin age ei aiem ti nea h e phrtder kachh hte,, orijinal er bdle kpi dhrie de,, pore jogajog korte ba mjajej dile kono riplai de nah,, ekktha batpari, tarpr je kpi ta dhrie diechhe seita ek ktha gu leveler,, 
vuleo e slr thke kicu kinben na,,",382
"prman krte parle apnake dui gun beshi taka give hbe amdr plisi according to 
aapni blle to it kpi hje will go naa u prman koren parle eta kpi 
it direkt chajna theke amra import kore thakbo kz kompani theke ekon apni jodi blen it kpi then prman krte hbe apnake prman korte parle u obosshoi dui gun beshi tk paben",315
miujik lavar ebong word bolar jonno perfect।  sob kichu ok ace kicu gem khelar jonno na।dngle bebahar kre mja nai,106
"ek bchhr pr review likhchhi। ami khb beshii gan shuni। bivinn dhrner gan shona h aamar। 
to ek bndhu sajest krsilo EDX PRO near jonno। or talk mtoi ei prodaktta nei ami। bigt ekbchhr dhre tana iuj krtesi। ekhono kono ishju pi ni। saund koaliti, trebl sob jos! tb apni jodi bum bum bjas chan, tb ei itemta apnar j n।

r negetiv dik just ektai, khb pjach feels। echhaa KZ EDX PRO ekshote eksho।",386
gt 5 din age aami e kz edx pro iem ta nei saund qlty maik qlty onek vlo chilo knt aaj jkhn aami jkhn 3.5mm jack  aamar phone in kori vlium ap daun kre mi arekti phone chek kori eki obstha kintu jkhn ljaptp iuj kori tkhn kon shomossha dekha dichchhe naa e smsjar because and smadhan ki karo jana ase,293
"Absolutely ducking loss project to buy this one....
 taka dia iarphon kinleo ogular bes saund bhalo beshi।। takar copy dm10 r bes er thke vari end dip ।। copy jinish dilo naki orjinal tai imon slr i jane। thangks asshole",225
alhamdulillah color ta & thik thak peechhi। prdt 100 te 100,62
"order korlam shada, r slr dhrie dilo shobuj।
emon asha kori ni।",60
"Original Product
Good Quality 
But transparent color order disilam, hate pelam Black color",90
24 ghntar o kom sme delivery peechhi।  orijinal prodact ebong saund koaliti and onk bhal।,88
best in this price range,24
"thnks aamar ijarphon thikmt aamar basaj pouche giving jnno। ❤️
kintu lil bit daam beshi।",84
onek kmphortebl। sound qlt darun । tp ekspirijens neojar jonno niye paren 👍,84
"order disi tarikh, mesej diechhi seller ke sedini। ekta nah tin from charta mesej diechhi। ektao mesej sin kreni। ordr krchhil grin diechhe shada। khubi bad ovijnjta hlo।",166
prodact bhlo। kichhukshn bebahar kore rekhe dei। jtn shkare। kjekdin pr jkhn bebahar korte jai dekha jai je maikrophon ded intarnet na thakaj return & korte parini। intarnet asar pr jkhn punraj prodaktti return korte jai dekhi je return deti par hje gechhe। khub e duhkhjnk,271
"dbiti worst eksperiens daraz theke। order korlam KZ EDX Pro, r pelaam HBB DQ6S!!",83
mne h pjket anyone khule dekhchhe।purai noshto kre dicche। knt ponno aamar mte ok ace।drz ki koren ektu kheal koren esb dike।,118
"all thik thak silo,delivario taratari peechhi r iamphontio valooo chilo, emon cheechhilam tk temni peechhi,   Recommended ❤️",115
"prodakter saund quality amazing knt ek jajgaj htash seta holo er bej khubi kom
aami review gulo dekhar after asha krechhilam je prjapt bej pab last prjnt chek aut krar pr sntoshjnk bej nai and holo je saund qlty edit krar preo prjapt valbej pawa jachchhil na",264
worst ebong nikrisht hed ph। rtrn deoaroo kon sujog nai। amar kajin ekta mini spikar niechhe oitao nshto pechhe।,111
"jemn chee chhilam,temni peechhi। 100% orjinal। 
valo lage emn selarder kachhe theke jinisptr kinte। Thanks Daraz.. 
Thanks for good product 
Love it.",144
kubi bhal e price e।delivarite sm and less legechhe।shob milie rikmend krb niye।,73
"ek ktha kra jinish vhai,,, quality 100 100 💯💯 ur caile niye paro",68
"kubi worst ekta iarphon, saund koaliti 150 bdt price er iarphoner mt 
saijtao b shue shue ei iar fon bjabhar krte parben na 
& de theke mas bjabharer pr his/her gulo khubi hard he ja, ja bjabharer upjogi n, eti nah kenai buddhimaner work hbe 
tarpro anyone kinle seta his/her bjaktigt bjapar।",292
never again from this seller.. horrible,39
Left ear kaj kore na.,21
"saund koaliti jerkm vabsilam not at all serkm na, e saund koalitir iarphon amar ager 170  bdt die kena iarphon r saund and r thke valooo। 
onj review e saw bes bhalo  bat amar ta te to temon bes pailam nah।",207
bro ek kthaj oshadharon e jinishta। apnra caile niye paro thnks,64
"ami order disi white color but amake gave kalo color,😡😤
But product original 🌚🤞",82
760 tk average bhalo,22
khub e happy use kre।,26
chhbir sathe prodakter no mil nah।,35
delivarir guy hand e prodact nie bse stays sitir modhye emon srvc dilen🙂 bad ekspiriens,94
kubi bhalo prdt chokh bojhe niye paro।😊,40
That's a good earphone.,23
chaichhilam div blak iarphon diechhe  shobuj,39
bhalo maner item। aami aaj hate peechhi।,37
eta 2nd time Order chilo। abaro kinle etai will buy।,48
intact prod chilo। khub sundr 🥰,34
"sound clear, vlium besi।  sundr saund iphekt",46
"bhaloi, apnara o niye paro 😊✅",29
avg bhal ekta prodact।,29
bhalo sobai niye paren ..,23
Best one in this range.,23
prodaktta bhaloi ache।,22
gem khelar jonno best।,21
Best in the budget 🤍,20
"awesome bro,tnx",19
I love this EDX Pro,19
Get it propperly..,18
one of the best .,17
onak valo chilo☺️,17
Great ij budget,15
best cheap iem,14
xoss. 10 on 10,14
Onak Valo ✅,11
verry good,10
kine 2 day chalanor pore etar tar damaged he ja। kine puroi thke gelam। now tar to buy again 400tk daam cha।😥,101
valoi..,7
kharap,5
Thanks daraz💜,13
valooo silo।,9
prdt as vlo saund duto dike bhalo ache knt temon ekta valo naa tobe ami saund peychi torn targulo onjvabe jude erpre kanekt kre saund peychi ।pjakejti valo vabe pejechhilam bat anbks kore dekhi his/her bhlo naa ar aamar review dite deri hojar cuz hocche aami amar parsonal kicu kajer jnno bjst chhilam er karne mi rvw dichchhi onek deri kore ar ami eita dekhar kono tme pai nah je ami abar prodaktta rtrn kore niu product nib ।,442
valoi sobi thik thak,20
hedphon all dik die thik ache। jara game khelen niye paren।  tb ami ordr krechhilam kalota amake diechhe white ta। e jinis ta bhalo feels naai।,136
"saund koaliti bhaloi 
but kenar 2 diner matha r logo unbox gese",64
product ta onek valo,20
sob tk thak peechhi। pjakejingo bhalo cilo।,39
"Alhamdulillah 🥰
It's Good 😊",27
bhlo hechhe,10
vlo avg।,14
valo product nite paren,23
prdt iuj kore rv dichchhi। prodakte kstkating kra hoyeche।,64
"sound vlo nah। 
geming krbar jnno eta ekebarei niben na।",55
4 month use er pr ek pasher ta nsht hoiye gese,46
"570 takar mto pchhe vauchar+dlv phri+kjashbjak milie।
e price e etar chaite bhalo kicu nai।josh jinish।orijinal prodact।❤️❤️❤️",126
oikhane lekha hechhe je eitar mic dea hobe tar e kno maikrophon er kichhui nei erpr slr ke mesej krechi today nie 9 din he gechhe reply pai ni,137
"onek jhirjhir aoyaj kre saund ple krle। prodakt ritarn krar rikoyest krechhi।
Lots of static noise while playing audio. Requested for a return already",154
"ja asha krchhilam,, seta pai nai।
aoaj ektu Loud beshi,,sei hisebe bass ekebarei bemanan hichhe..
when I listening a song original voice is missed somehow..not good not bad",167
"vul kreo keo geming r jonno ei iarphonta kinben nah। cuz, rait-lepht elo-melo jar jnno phut step kichchhu bojha ja nah!!! only dekhtei sundr, aami htash eta kine। and iarphontar beij onk beshi ja kane ese takes। lil bit beshi saund die shunle kane issue bodh kori। tnx।",261
"ekspres delivarir madhjme ekdiner vetrei delivery pelaam। orijinal prod, saund khubi valo। tnx।",105
parphrmjans r dik from amazing। mi obivut। keh nite chaile niye paren। orijin chana tb jenuin।,97
"kalo cheechhilam sonali kalarerta diechhe। saijta onek b। kane edjast h naa। 
but saund koaliti valo।",102
otjnt jghnj ek ta hed fon। keo jodi tk broken korar ichchhe hoy tahle kinte paro।,79
"shada clr ordr dichhi 
bat amake black color 
send hoice 🤬",61
orijinal prod sbchee less price e pee jthesht happy hechhi!❤️,59
"dam onujai ot valo naa। 
njej lkshj kra jachchhe। 
saund ektu kom bsh mone hocche
eto daam dije erkm ijarphon neoja uchit hbe mone krchhi naa। ❗❗",140
emon chaichhi like that paisi। dhonnobad seller bhai ke।,44
prdt khb vlo chilo।ekspekteshner mto।,42
daam according to pnjtir gunogot quality khb bhlo i think naa ।,50
orjinal prod de ni। maik work kore naa,40
ei price e best earphon,20
quality zero.. daam beshi.. avoid korun,39
Kiso bolar nai🥰🥰,16
onek shundor,11
"8/sh takar iar phone kintu maso use korte pari nei saind sistem ank bhalo cilo but 1 shoptaho pr anyone amar word shunte pa nah, mauth spikar worst।",149
long time tike nai,18
phaltu jinish bhalo na,19
mone hchche kpi,13
mic noshto kotha jayna.,23
valo jinis,10
khub vlo,8
"temon bhalo na,",13
prod vlo।।orijinal।। but je bjag deoa hechhe gipht hishebe setar jipar cilo na। gipht ofc gurutbpurn jinis na।,118
amar kachhe to bhaloi legechhe। jinishta sei। dui bchhrer ojarenti ace। u all nihsndehe niye paro। slr vaijer bjbhartao onk vlo cilo। ordr dichhi 21 tarikhe hate pichi 23 tarikhe tin diner vitrei peye gechhi।,208
"ekhane thik emon ta deoa cilo tk like that tai peechhi।
amazing mner mto hechhe।
ekhon dekhajak ktodin chole।
vid kualitio chmtkar 720/1080/2 ke rejuleshne rekrd kra ja।
 jar netoark jto besi se tto besi phlaphl paben।
3 dine dlv peechhi। 
mae 2231 takai hate pee giechhi। 
vauchar o bikash pemente chha peechhi। 
etate oshadharon all feature rechhe buddhi khatie bebahar korte hbe।thnks seller and drz ke r delivery guy ke।",412
amazing ekta jinsh shathe seller bro khb bhal khub e valooo manush kub quick delivari peyechi। ekta bjag gipht pichi setao onk vlo । delivari guy o praise paojar jogj। u all caile nite paren ami hjapi।,202
"seller word blte gele end krte parbo na,ank valooo slr jibne prthm pailam, thnks bhai, amar prob smadhan kre deoa jnno।sobai nite paro, onnk valea",148
"khub taratari prodact ta hate paichi , khub e shundor rejuleshn, khubi bhal kojalitir product। aami blb apnarao nite paro e imou brjander camera , amar khub e like hoice । thanks To Saller",194
"dbitij barer mt ordr korlam Imou Ranger 2. ager ta 2MP silo ebar 3MP nilam। picture quality  awesome । ank phasht dlv pichi ।

tnx daraz ke।",152
"khubi valooo maner ek ti prdt ebong orjinal।
amar dokane, aami ei kompanir also ek ti lagije chhilam, although oita 2Mp cilo। 9 mas bjbharer pore imou cc camera 3 MP ordr krechi। 
slr amake matr 4 diner inside mal dlv kreche r sathe ek ti imou kompanir ekti bjag gipht 🎁 kreche।eto quick smjer inside product hate pbo, kkhno asha krini।
slr & dlv mjaner bebahar khubi valooo cilo।
kjamerati 5 din bjabhar kore, rv dije gelam।",438
mi onlaine vid dekhe kjamerata kinechi। aami aamar basar dring rume ei kjamerata bebahar krtechhi video koaliti khub e valooo।jekono jaga theke khub e smuthvabe mnitring kra ja।,171
onk valo।tb shathe ekta memri kard phri dile valo hoto।,53
khubi sundor ekti prdt। lokal bajare khoj niechhi 2500-2600 daam। darajer phlagship store bikashe 10% kjashbjaksh 2200 bdt pechhe। ami dirghdin daraje kenakata krchhi। ovijnjta bhaloi bad na। ei prdt netprblem kre lil bit baki sbkichhui valooo। shohoj setap theke cam koaliti sbdik from ei prais renjje best product।,319
"onek bhlo and orijinal prodact , onlain kore je kono desh thke dekha ja shje। nijer bjabsa prichalna krte simple he gelo, now ar bathrume bseo chek die pari 😜laiv",157
ank bhlo prodakts sarviso bhlo onek। apnra nile niye paren eta।,68
"2 day use krar por aaj review gave,emon ta asha korechi temni peychi, prbrti smje again neoja jabe, keu order korte caile nishchinte order krte paro.... tnx 🥰🥰🥰",171
"sbar kjamerar with amar kjameraj mil nei bujhlam nah kicu
emnite all ok ace camera kono prob nei bat onj kjamerar ekvabe amartar lekha onjvabe stikar mara bujhlam na kicu dlvry onk slo",195
"15 din iuj korar por rvw dichchhi, orjinal product peechhi shathe ekta shundor chabir ring gipht peechhi, aami more kichu sisi cam ordar krbo। tnx seller ke",153
kjamerata ekdm orjinal ebong slr bro onk valooo orijinal prodact deoar jonno slr ke thnks।jara niye chan tara niye paro ♥️❤️,131
"alhmdu ordr korar tindin pr prodaktti hate pelaam, jemnta seen tk temntai pichi, video rejuleshn khub bhal, ei dame r thke bhal cam hoi naa, sathe chrg rjechhe chrg kenar no jhm naa, khb shjei ojaiphai kanekt hosse ek kthaj kjamerar phangshn all of em work krtechhe aami onek happy apnra jodi chao nite paro nihsndehe aami nijechhi 2430 tk dije",361
Thanks for  chosing Imou,24
"r ago ami 1 bchhr dre renjjar 2 iuj krtachhi ekhan thekei nichhi। eibar eki dame renjjar 2 pro ta niechhi agertar thke eta ank apdet koreche kubi bhal। color naid vishn & ase। notun kicu phiuchar & ed kreche। r ekti b benefit hlo etate,2.4/5GHz saport kore। apnara nishchite niye paro kubi valooo ekti prodact। thnks IMOU ke ei less dame valooo ekti prdt dear j.",357
"apnake onek dhnjbad sjar 
imou sathe thakben 
imou product recommend krbena।",75
ank sundr prdt chaile nite paren emon seen like that ta peechhi।. dlv man r bjabhar o onk bhalo caile nite paren🥰🥰 nait vishn marattk kliar😃😃,154
ojaps lgin hosse na memori dije kono video hoi na ekhono setap krte pari nai mal hlo chajna setap hoy na amar 2550 takaj jle gel,128
sbi tk cilo bat kuriar bjbsthapna mone h lil bit gaphilti ase। cuz product er pkt dumemuche gechhe।,102
"bhaloi, oio sh rekrding h। oio ekdm kliar n। kintri daam according to r chee bhlo hope kra bokami।all dik milie amar nikt chamotkar laglo। bishesh kore manush actually matr notiphikeshn ta।
shathe memori kard emnvabe lagano ja, ja ase anyone dhrte parbe nah।
r manush chlar shathe sathe mov ta awesome",279
Looks like a cute baby.  dirgh din jabt iuj krchhi। aro ta nilam। slr ta chabir ring gipht pathaichhe। dhonnobad।,107
thank you so much 😊,19
"orjinalta peyechi alhamdulillah , kjamerata onek sundor , jodi chao sbai niye paren, rater ondhkare clean dekha jay । mi 10 r modhye 9 dibo ।",143
"kjamerar clr,koaliti dutoi vlo peechhi but netoark prob h rautar ghrer inside r cam bahire hole sekshetre len port kjabl kanekshn die nie and kon problem nei।😊",173
"alhamdulillah।
kub sundor। vlo vabe & ot‍jnt druto dlvry peechhi। sundr vabe work krchhe। koaliti and  bhlo।
dekha jak kt day tike।
thnks।",145
dlv deri kore krchhe 11 day lagchhe,35
"kjamerata to hate pelaam now iuj kore dekhi 
sathe kon gipht pelam nah onekei gipht pejechhen",86
"oshadharon ek ti aipi cam, slr onk bhal ekti prodact diyeche, dlv bj ti onek bhalo",93
valooo maner ponno u all niye paren।,34
"enader  aphtar sels (oarenti kleim) service valooo।
jara khancha banaben erkm bana nie rong kore lagaben।
rikmend।",112
bebahar krar pr rvw dichchhi। amazing vid qlt thnks slr ke dhonnobad daraz ajke।,90
prodaktti orijinal cilo। ordr krar dui diner mdhjei peyechi। thanks daraz,77
tin/char day bebohar korar pore rv gave sobkicu thik ache apnra sbai nite paro,78
"khub bhal u all nite paro,,,

sudhu chabir ring chhbita gave,,it phri peechhi,,",76
"alhdlh  bhalo paisi apnara nite paro  
stta bjabsar mul ❤️❤️❤️❤️❤️",75
shundor cam। niye paren। tb aami ek ta jinish bujhte parchhi nah vid rekrd kivabe h,85
"mi er before o ekti camera niechhi 
2 bar arekti nilam 
2 barer bjagta bhalo chilo",82
onk valooo ekta cam aami motamuti panch chhjta mt niuj all nite paro,71
today pelaam now prjnt all ok ace inshllh more kjekdin dekha jak।,67
product valooo। recommend  krar mt। karo ichchha hole nite paren।,62
"alhamdulillah, camera jthesht bhal, pikchar koaliti bhlo।",59
cam kub valo। to buy paren। aami ekmas bebohar korar pore rv gave।,71
shob kichu ok ache knt prtarna kreche memori phri beg deni,59
orijinal prodact diyeche oshongkho dhonnobad all nite paren,57
