sentence,character_count,sentiment
motamuti chole..build quality otota vlona,41,0
parcel er obostha ekdam baje. dekhe monehobe parcel er kono care kora hoy ni.,77,0
"Packaging ekdom choto polythene, kono bubble wrap nai.",54,0
Jinistai toh pai ni. order nen tk nen bt manush er 2ta product den akta den na.,79,0
"daam kom paichi, dhonnobad bhai.",32,1
storybook illustrations beautiful!! child r raat e ghum ashe na parar age 😄,75,1
"Onek valo,  2028 saal porjonto meyad ache.  nite paren chaile..",63,1
"alhamdulillah i m satisfied i recommended everyone, thanks seller and daraz.",76,1
blanket onek warm and soft!! winter e perfect partner 🥶❤️,57,1
aita vitore dola pakano  akto motamoti chole dame onojai valo,61,0
Dekhe valoi mone holo....Use korar por bujajabe....,51,0
"total rubbish!! taka nosto + kapor nosto. keu kinben na!! faltu prod. 2kg niyechi, kono kajer na. shosta khujhle bipod 😡",120,0
"Color disparity. Picture onek bright, real dull.",48,0
"good product,,  nite paren,  ata amar 2nd time.neya",51,1
baje seller!! shurute shobai ke indian dile o amake bangladeshi ta diyeche 😤,76,0
"Valo ace.Eta ghor e jalai dila mosa thaki aktu nistar pao jay.
Seller abr public er review deka dam barai diyn.bortoman sob jaygay to cindicat suru korca.",154,1
jiboner prothom daraz amake ekta valo kichu diyeche. apnioo nite paren. jinishTa valoi ache.,92,1
they didnt sent me this,23,0
"2 packet powder niyechi, 1ta fata chilo + onno prod er gaye lege gece. kharap na bt use kore dekhi ni, use kore jaanabo again",125,0
pretty good.... thanks to daraz and the delivery man,52,1
faltu prod!! weight komano barano system nei. keu bhuleooo kinben na 🚫,70,0
exp date tule dese 😊,20,0
Daraz er uchit ei seller ke ban kora.,37,0
Product valo chilo. Thanks to the seller. Face wash ta instant bright kore and face er excess oil remove kore. Amar vaiyer jonno niyechilam. Sha pochondo koreche. Thanks to Daraz Bangladesh.,190,1
beshikkhon charge thake na 😒,28,0
Alhamdulillah Jerokom photo te dekhaise orokom same to same dise.,65,1
"nice product.. ei prothom nilam,use kore update dibo..meyad onk din ache...fast delivery..",90,1
Original er name e ekdom sosta jinish diyeche.,46,0
onek useful nite paren,22,1
"Waterproof boleche, ek fota pani tei sesh.",42,0
"power button nosto chilo,",25,0
good  product... 2nd  time  nilam❤️‍🩹,37,1
"Product shob chobite jemon, real e pura alada.",46,0
ok..very good product at this price..,37,1
Installation guide nai. Kono support nai.,41,0
khankir basha faltu jinis dice,30,0
"vlo chilo alhamdulillah 💖 
Kemon ta mone korecilam",50,1
Alhamdulillah valo.. Date O Ache..,34,1
Daraz e r kinbo na. Basta.,26,0
Seller er honesty zero. Pura bepar ta fraud.,44,0
"good discount, product o valoi ase so chole",43,1
"just wow akta light,",20,1
"Daraz CS shudhu 'apology' kore, action zero.",44,0
"My order was supposed to be new, but it's clearly used.",55,0
Ami ceye silam white colour but dise brown ,43,0
thank you sir ato sundor akta review deor jonno,47,1
"prothomot shob thik ache bt mukh ta vanga 🤬 dwitiyot parcel deri kore esheche. last, delivery man er byabohar khub kharap, shudhu gaali dey!! tar name complain korbo 🖕🖕",168,0
"order korsi kalo color, diyeche shobuj color!! count machine er quality khubi baje. karon chhara ta eer theke valo 😒",116,0
Daraz er ei bepar er jonno consequence hobe.,44,0
Very good and Authentic product,31,1
"babohaar er age review ditechi, pore update korbo. 1st time ei company r product kinlam. age rondhonu use kortam. khub sundor safe packaging✅ packet e daam likha 70tk, kinechi 55 takar kachakachi. poryapto meyaad ache, notun product✅ delivery khub khub khuuboi druto pelam.",273,1
thikasa chaysilam black payasi blue.,36,0
kine apsos hcche.,17,0
11.11 sale e onek kome peyechilam 79 takay most probably sathe onek kichu newar karone delivery charge o onk kom chilo choice er kichu products e free delivery o chilo sathe ekta gift o chilo. Ar use korar por valo legeche smell tau shundor chilo pore abar nite pari.,267,0
hata palam sob kicu thik thak aca.use korla buja jaba,53,0
after 8 days i pick my oder. i oder black but came orange coloure. i masage seeler but he didn’t' replay me..... but handgriper is good.,136,0
Ami ei purchase er against e.,29,0
sob kicu Thikthak... but use korar por bujha jabe kemon,55,0
sobai nite parn average,23,1
"Product hat theke pore gelo, bhenge gelo. Fragile.",50,0
Device gorom hoye jay. Dhorte pari na.,38,0
Daraz ekhon amar blacklist e. Bye.,34,0
Good packaging and authentic products. 😊,40,1
ekai coil amar basar pasher dokaane 50 takai bikri kore. tahole daraz theke dui packet discountey 103 takai kinbo keno?,119,0
badminton racket balance good!! grip comfortable. value for money,65,1
picture er according den nai..,30,0
"1st headphone er sathe charger nei!! 3-4 ghonta charge deowar poreo charge thake na. charger lagiye rakle connect hoy, khulile disconnect. nosto prod diyeche 😡",159,0
packet chhera!! beshi vag pore obostha kharap hoye gece 🥺,57,0
Akhon theke dokane giye kinbo. Online e trust nai.,50,0
honey ta fake mone hocce. texture r consistency sothik na,57,0
color ta pic er sathe exact match!! happy purchaser 😊,53,1
"smell is good, fan of this product for last few months",54,1
 shipping fee khrp,18,0
100 % quality full product. I got good results after seven days of use.,71,1
Good quality product. The finishing is perfect.,47,1
baje. nosto ebong vanga.,24,0
BMX courier e aar maal deben na!! pathao diye pathaien. BMX jotbar maal peyechi totbar quality kharap hoiche!! parcel er je obostha mone hoy football khelte khelte eneche 😡 prod gulo valo bt liquid ta ber hoye giyechilo 😡,221,0
"Kinar pore jodi eto koshtho pete hoy, tahole keno kinbo?",56,0
face wash valoi silo face clean hoy valoi,41,1
"Delivery was super fast, product o naybe valo. Just ektu concerned, expire date er last digit bujha jay, na Hoyto scratch. but otherwise satisfied",146,1
I got what I wanted and this product is good.,45,1
valo nite paren,15,1
daraz app navigation boro easy!! find kora easy products. smooth experience,75,1
daamer tulonay onek beshi valo🙂 apnara chaile e nite paren😊 dhonnobad daraz ke🫵🥰,80,1
packaging sundor chilo. lightings er modhye theke ekti bati kata diyeche. noshto light diyeche.,95,0
product vloi kintu use krar smy hate ektu lage ey jaigata aroektu smooth krle vlo hoto,86,1
smartwatch ta dekhte sundor kintu steps count korey na sothik. inaccurate,73,0
Ei product ta kono kaje lagbe na.,33,0
"If Daraz cannot maintain quality, then why bother?",50,0
khub shundor sonai nite paren.dhonnobad daraz k,47,1
"offer chilo 4ta er shathe 1ta dibe, dilo 4ta!! ei rokom dhokabaji customer der shathe bondho koren 😡",100,0
flower vase crack hoye ashlo. packing kharap chilo,50,0
toy car wheel 1st day e khuley gelo. assembly quality zero,58,0
hotat kaj kore na,17,0
Warranty? Ki jinish ei seller jane na.,38,0
mosha morena jai o  na,22,0
"Jibone r Daraz theke kichu kinbo na, confirm!",45,0
"amar jonno 3kg order korsi, pore valo mone korle neighbors er jonno o order dibo vabchilam. bt pkg eto chhera r tape lagano dekhle khub hatash holam!! asha kori valo pkg e valo prod pathaben inshaAllah",201,0
"product ta valo kintu delivery man onek rudely behave korlo!! bari te dey ni, stand theke ante bollo. COD paisa niye khali chilo",128,0
Didn't use it. But I think it's good compare to price,53,1
Ami jantam na Daraz e erom faltu jinish o beche.,48,0
Kichu bolar nai valoi kharap na onek nichi 2 yr e,49,1
"upar er ongsho fata, tacharao motamuti valo. kichu seller iccha kore kharap jinish dhorie day, tader proti dhikkar.",115,0
ai to aitar ai niye 10 tar upor oder korlam.sundor granta.delivery o khub taratari,82,1
Kintu ami chai shobai truth januk.,34,1
Alhamdulillah product quality jotheso valo. price onek kom pore. recommended.,77,1
Alhamdulillah sob kichu thikthak peyechi,40,1
Got the exact product tnx to seller,35,1
Seii,4,1
onk soft r norom.dam onujai good,32,1
Great product & cheaper than local shop,39,1
"Dam kom chilo, kintu jinish puro bekar.",39,0
"Awesome product,  thanks daraz &seller also.",44,1
5* dile khub valo lagto btw thank you sir.ato sundor akta review deor jonno,75,1
Seller ta ekta cheat.,21,0
"Shob photo editing er karshaji, original product puro bemanan.",62,0
khub baje product!! 100% chalk er maal 😡,40,0
khub sundor chilo eta😍,22,1
good...bt black order krsilam dise red...and kg jinish ta kmne use kre bujtesi nh,81,0
But people need to know the truth.,34,0
"koyek din babohaar korlam, ekhon ekta cholei na🙂 fawl jinish🙂",61,0
Discount e o ei jinish kinben na. Worthless.,44,0
valoi chilo. not bad. overall okh,33,1
"Quality is quit good., You can buy this. Seller is Trustworthy.",63,1
"It looks good, now let's see how the quality is 🥰",49,1
Ami ei purchase er jonno onek regret korchi.,44,0
"Packaging normal poly, kono safety nai.",39,0
Daraz keno erom seller der allow kore bujhte pari na.,53,0
"etar smell too good. hater jonno onk valo 
chile nite paren",59,1
Gorom hoye jay khub taratari. Use kora dangerous.,49,0
sundor r onk soft,17,1
khub valo. khub sundor.,23,1
Daraz er product shorano uchit,30,0
"Sorry, apni kono tension korben na apnar shathe contact kore amara asha korchi apnake druto shomadhan dite parbo.",113,1
aro ekbar nilam khubi vlo delivery o fast chilo,47,1
"ei light ta onek valo, onek sundor hoyeche, amar babura onek khushi hoyeche.",76,1
"valoi mone hocche, clear shuna jay. charge o valoi thake. dam tulonay valo product.",83,1
"Amar ei review ta pore jodi keu na kine,",40,0
"What a products, Nice products, wonderful",41,1
 kud choto,10,0
"onek valo maaner ponno, apnara chaile nite paren, thank you seller.",67,1
product ta ekdom duplicate!! box e original likhse bt vitore local copy. daam o onek beshi niyeche. seller k report korbo,121,0
"bhai keu kinben na!! faltu jinis, cholena, charge neyna, on o hoy na 🚫",70,0
Keno Daraz erokom sosta jinish beche?,37,0
"Eta shudhu disappointment na, eta fraud.",40,0
"Very bad product for the money, money wasted, could have found a better one at this price",89,0
Alhamdulillah valo product..... Price range e best 😊,52,1
"So good right color 3 days charge thank you
.",45,1
ata onek vlo..ai niye amr 4 bar nawa...onek vlo kaj kore.,57,1
packaging khub baje vabe peyechi!! mone hocce shona chilo tai dekhe falaise. delivery fast peyechi bt pkg horrible,114,0
Mal Valo paya chi ja rokom daka chelam,38,1
Expire date ase 2027.. products is good,39,1
product quality onek Valo chaile apnara nite paren 10/10,56,1
Ei jinish kine jiboner shobcheye boro mistake korlam. Taka nosto.,65,0
vhalo,5,1
sounds quality and charge backup just wow,41,1
er agew newa hyche detergent ta valoi tai regular use e kora hy,63,1
Puro Daraz er upor theke trust uthe gelo.,41,0
product ok bt smell ta kharap. naya product er smell er moto na,63,0
Size chart bhul. Kothao fit hoy na. Return kora o jhamela.,58,0
choto kintu sound valo mone holo. chobite mone hoyechilo boro. tobe thik ache.choto room er jonno perfect,105,1
"Original Product peyechi...
Thanks to Seller 🥰❤️",48,1
Ekdom hotash. R ki bolbo.,25,0
Daraz didn’t provide the free gift with these delivery items... But all looks good.,83,1
"ekhane thumbnail deoa product er shathe kono mil nei. thumbnail dekhe order korlam light, amake dilo aarekta light. ei light gulo khuboi baje.",142,0
detergent ta vlo apnarao nite paren packaging o vlo chilo taratari peyechi haate use korar por review dilam.,108,1
"khub ekta valo lageni, jemon daam temon service",47,0
Very good & effective for mosquitoes.,37,1
Ami online shopping er upor theke trust haralam.,48,0
product ta vlo kintu pic dice ek rkm r hate paici r ek rkm,58,0
Ekhon theke Daraz er badle onno platform e dekhbo.,50,0
Kine eto regret. Ki j hobe!,27,0
"good product,my son loves it",28,1
"detergent ta khub bhalo, aageo use korsi onekbar.",49,1
Product ta ato choto je chobi te bujhte pari nai.,49,0
"babohaar korchi, kharap na, motamuti val.",41,1
jacket er zipper 2nd week e atek gelo. poor finishing quality daraz seller,74,0
2 oedr pess,11,0
"this is good as its price,  You can buy it",42,1
"full sound dile clear hoy na!! headphone er gaye kono company name nei, packet e ache. charge valo tikhe na. daam onupate motamuti kharap na",140,0
valo hoise onk,14,1
Minister one wash. valo product. colour gurd baraite hobe.,58,1
"prod order korsi 1ta, diye gese anoyta!! return request korsi dekhchi ki kore",77,0
item ashce nai 10 din hoye gelo. status shudhu 'processing' show korse. useless,79,0
baje jinish. vanga light diyeche. 2 ta niyechi 2 tay vanga.,59,0
365 days warrenty card konta?sathe to paini,43,0
Original Product. Sound bass quality khob valo. soft.,53,1
"chobi te jemon dekhci!
temontai!
amar baby khub pocondo korce",61,1
"packaging was good,product dekhe o satisfied",44,1
good quality product. my nephew loved it.,41,1
Product chobi theke pura alada.,31,0
Return process too complicated. Akhon ki korbo?,47,0
"Open box delivery, security nai.",32,0
thanks for the product,22,1
osadharon onubhob!😍 thik shomoye parcelta hatey peyechi. earPod pro er sound quality ebong build quality daam onujayi chomothkar🔥 packaging khub mojbut chilo. delivery rider er babohaar o khub valo chilo. dhonnobad daraz ebong seller ke!⭐⭐⭐⭐⭐,242,1
Coler Jeta Chise Eta dei Ne.Pure Black Chaise Eta dose,54,0
"Jara bhalo review diyeche, shob mitha.",38,0
coil gulo onek sundor. ebaar die ami tinbaar niyechi. chaile apnarao nite paren. ei daamer modhye eto sundor kore keu dite parbe na. osongkhyo dhonnobad sellarke. mosha ogyan hoye jay.,184,1
tracksuit quality boro boro!! gym er jonno perfect. will reorder,64,1
mota muti.,10,0
dokaaner theke kom daame paichi.,32,1
"omg!! just got it, charging speed khub fast!! satisfied 100% 🔥🔥",63,1
product receive korte giye dekhi parcel already khola!! anboxed condition e dise. ekdom unacceptable 😡,102,0
"Onek din pore order pelam, but jinish pura chira.",49,0
vuja discount egula. mrp gaye dewa ache 70/- mane 140 taka daam ar tara 309/- taka daam dekhiye 60-70% discount dekhacche. eta protorana chara ar kichu na. vuja,160,0
Quality motamoti but packaging perfect chilo chaile nite paren,62,1
"product description te likhche waterproof, water e diye dekhisi leaking. fraud",78,0
5* dile khub valo lagto btw thanks for the feedback,51,1
Khub bhalo akti product....,27,1
"product quality daam hisebe onek valo. delivery shomoy o kom, matro 2 dine hatey peyechi. packaging chilo osadharon.",116,1
jemon ta dekhci temon e paici tnx to seller.,44,1
good product and price is 50% off that's very good,50,1
"valo na, faltu!! third class. keu neben na, fena hoy na 😡",57,0
"faltu seller!! kalo tar jonno extra pay korlam, dilo neel ta 😡",62,0
sob kisu mile 10 tai ase btw thanks for the feedback,52,1
"Ami Daraz er regular customer, kintu ei bar onek kharap.",56,1
Good service and good product thank you all💋,44,1
ami atho dam diye nichi akon on hoy na charg dekay kintu on hoy na,66,0
valo chilo......3 ta eksathe niyechi...delivery charge lage ni...sathe abar discount o chilo....,96,1
"Device overheat hoy, use kora risky.",36,0
cleans well but keeps residue. not suitable for machine use,59,0
masallha kahb kajar akta porodat,32,1
"indian expect korsilam but eta Bangladeshi
vetore ektu kom. mone holo oneke fata face wash peyeche ami valoi paysi thanks dbo na karon onek k fata mal dsen",155,0
"Shobkichu thik chilo, shudhu ekta choto jinish missing. Kintu shetai to main chilo!",83,0
normal detergent er moto. dam hisabe valo bola jai,50,0
shelf assembly instruction boro confusing. 2 hrs lage assemble korte,68,0
dam arktu kom hole valo hoto,28,0
"Jodi Daraz er theke bhalo kichu expected na kora jay, tahole keno kinbo?",72,0
amar valo lageni. onek dhuyar poro mukher pissil vab shohoje jay na.,68,0
"coil gulo onek valo, 97 takaay dokane pawa jay na.",50,1
"wrong item pathiyeche!! headphone order korsi, dise charger. listing e mistake naki intentional?? angry 🤬",105,0
Good buy with cheap rates 😉 happy shopping,42,1
Good quality product. apnara nite paren.,40,1
This product is excellent — easy to use. It exceeded my expectations and offers great value for money. Highly recommended to everyone!,134,1
"product dekhe mone hocche valo hobe, ebar bebohar kore deki kemon",65,1
"it's a good product, I can also recommend for other people",58,1
"8/10  motamoti... 
cholar moto thik asa...",42,1
product shochol tobe quality valo noy.,38,0
✅✅🥳🥳Good product in lo bujet. thanks daraj seller best of best Good products ✅✅🥳🥳but delivery to leat so Rong❌❌🤬🤬,113,1
BALO QUALITY,12,1
Good product. Thats the product I wanted.,41,1
thank you sir.ato sundor akta review deor jonno,47,1
The product is non-functional.,30,0
"Size match kore na, ami ki porbo eta?",37,0
"Onek din dhore wait korlam, finally peye dekhi bekar.",53,0
akdom vlona ami 3 din ar besi chalaile pari nai,47,0
"jerokom cheyechi temon painai!! kalo ring order korechi, diyeche nil ring. keno?? 😒",83,0
2ta purchase korlam khubi vlo 3rd time nicchi,45,1
tittle a lakha asa keyboard and mouse. but pailam sudhu mouse,61,0
all time best.delevery fast peyechi.,36,1
vlo,3,1
"perfume bottle ashe nai, just liquid ashe bag e. packaging zero",63,0
Alhamdulillha received it in 20 hours. All product's quality are very good☺️.Also the delivery man's behavior is very good.I request Daraz all necessary items should be in stocks.,179,1
nice products and very soft.,28,1
mirror frame broken corner e ashlo. fragile item better pack kora ucit,70,0
sound valo tobe size khub choto,31,0
"muta muti Valo products, somoy moto delivery peyeci",51,1
"2027 saal porjonto meyad ase🎉🥳
ekhono bebohar kori nai kintu packing onk sundor silo😊😊😊",87,1
"khub e low quality  1 week por right side chire gese, seller kono massage response kore nah.",92,0
Ami ki korbo bujhte parchi na. Taka return chai.,48,0
peyechi kintu ekhono babohaar korini.,37,1
thank you price ai price a ato valo ekta product deoyar jonno,61,1
product ti jemn ceyechi tik temoni peyechi,42,1
"Total 120 taka legeche, bhaloy ei price range e, gaye price tag deya chilo 190 and expire date o enough. there is a kintu! which is seal kora chilo na sathe mone hoyeche onek tai faka, jemon ki ekta theke ordhek kore onno arek tai load kora hoyche emon.",253,1
facewash pichon dike fete ber hochhe!! ki akta obostha. beshit ta khub kharap laglo 😤,85,0
"dhoka diyeche!! keyboard+mouse ekshate order disi 448tk diye, diyeche shudu 1ta maus!! protarak seller. dhoka khaisi bhai 😡",123,0
Daraz full of fraud sellers.,28,0
"alhamdulillah All good. 
thanks to the seller and Daraz.",56,1
ager ageo niyechi. besh valo. nite paren.,41,1
"Quality ekdom faltu, 1st use e sesh. Bujhlam na keno kinlam!",60,0
"Khub dukhkhajanak, amar Daraz experience.",41,0
"daraz app e 'in stock' dekhiye order nilam, 2 din por mail ailo 'out of stock'!! ekhon refund er jonno wait korchi. horrible experience 😡",137,0
bro ekdom joss!! 3 din use korsi abhi tk kono prob nai. highly recom 👍,70,1
"Rong dekhechilam light blue, esheche dark navy. Amar pochondoi hoy nai.",71,0
bookshelf wobbly assembly korle. not safe for heavy books,57,0
everything is good. you can order it,36,1
"bola chilo charte order korle ekta gift free dibe, kintu gift dey ni.",69,0
gayer rate dewa 250 taka mane half dam a Peye gechi.qualiti Valo ekhono thik vabe use kori nai korle bujhte parbo.overall good.Recomended,137,1
onek onek valo sobai nite paren  onek valo jinis,48,1
delivery man rude chilo!! product o throw kore dilo door e. unacceptable behaviour,82,0
onak valo,9,1
Amar taka o mood shob spoil.,28,0
"lightTa noshto, baje product, seller er kache eta asha kori nai.",64,0
stuffed animal boro soft r cute!! bachcha onek happy. gift perfect,66,1
selar k thanks oder ar 2 nd din delivery paice packgin gd quality o gd.. 3 days use korce valo e sobai chai nete paren ...original products dece..thanks daraz&selar,164,1
"Karo basay aata/moyda  na thakle nite paren😅
first 2bar original product paise
but last 2time 10% pawder Baki 90% aata paise🫡

g**a khaiya aata deye felse mone hoy

first e Valo celo but
akhon vhulew keu kinben na",213,0
"Amar taka ferot chai, joto shiggro shombhob.",44,0
Delivery charge er taka o waste gelo.,37,0
mutamuti valo.,14,0
..but arektu valo asha korechilam,33,0
thank you sir.ato sundor akta review deor jonno,47,1
"Joto review porechilam, shob faka. Real experience different.",61,0
the review of this product is okay and,38,1
ha thik Thak paychi Janina vitore ki ache use kora hoyni dekhte to valoi but gate up kalo color diyece,102,1
product quality valo ache. sabai nite paren.,44,1
1 kotai joss priduct onek vlo so nice product,45,1
Bhalo..tik moto delivery peyechi,32,1
khub baje. mukh and cok jole. jader basai bacca ace tara niyen na.,66,0
"Jeta delivery holo, sheta ami order kori nai.",45,0
Hope Daraz faces consequences for this.,39,0
"good 
.not bad.. avarage quality.....",37,1
"daraz ke osongkhyo dhonnobad, kom takaay valo jinish deoar jonno. itemti valo chilo, chaile apnara nite paren.",110,1
"valo, motamuti, apnara chaile nite paren.",41,1
"Great product at this price, My husband is using this face wash first time, and it's really helped him very well. I was a bit doubtful that I might receive an expired product but got a superior product. This is so far the only face wash that worked for my Husband. Thanks to Daraz. I recommend everyone should buy this Face wash it's really very good.👍👍",353,1
"packing good , use kore boja jbe quality kmn hobe",49,1
"Screen quality onek kharap, chobi dekhte o bujhte pari na.",58,0
flash sale te order korle fast delivery pacchi!! daraz trick jani ekhon 😂,73,1
Alhamdulillah 2 ta order disilam 2 tai paici Alhamdulillah. product quality super🔥 sayle apnaraw nite paren. price hisabe onk vlo quality'r product eta..tnq u daraz,164,1
valo💜,5,1
kajol stay power 12+ hours!! smudge hoy nai at all. mind blowing,64,1
vlohhhhhhhhhjjjjjjjjjjjjjjjdjdjssjjs,36,1
"ki ekta product dilo amake daraz! khuboi baje, eka eka baarbaar on off hoye hoy😩",80,0
mutamuti val. tobe volume komano barrano jay na. aro onek function kaj kore na. tobe best in money range.,105,1
Good Product for this price.,28,1
Got original...and 2ta eksathe nisi 200 taka save.. bisshash kora jay?,70,1
podak ta  khubi Valo,20,1
"original product 
apnara nete paren 
performance just wow",57,1
Didn't get this with my order. It was missing in the packet,59,0
Original facewash and got at a low price,40,1
199 tk  product 79 tk pelam offer  paice,40,1
Seller er review check kora uchit chilo. Amar vul hoise.,56,0
motamuti valoi kintu daamt mone hochhe tulonamulokvabe beshi.,61,0
thank you sir.ato sundor akta review deor jonno,47,1
Return process er name e shudhu harassment.,43,0
"birecter khub lagche, jinis ta kharap diyeche, naam id niye jibon katatey hocche, phone e koro kothao reply nei 😤",113,0
dilam kalo aslo komola colour,29,0
Bhai seraaaaaaaaa,17,1
"products valo, kinte paren. dhonnobad seller bhai ke valo jinish deoar jonno🥰🥰🥰",79,1
genuine product diyece. box seal boro boro. trust korte parben seller k,71,1
j gondho,8,0
Pura hotash. Kichui bhalo na.,29,0
Amar shobcheye kharap purchase.,31,0
black colour chayacilam oita Paine  ...,39,0
"eta valo na. amar ek kaner ta beshi baje, aarekTay kom. sound quality o low. charge ta shudhu valo thake. koydin chaliye dekhi ki obostha. manusher review dekhe nilam, ekhon mone hoy nijeder review. ekta nosto hoye geche.",221,0
onnnk vlo akta product,22,1
Seller ekta fraude.,19,0
sound beshi valo na😟,20,0
face wash ta khub gentle!! skin ektu soft feel hocce. satisfied,63,1
faltu product.amake free gift deyar kotha.kintu dey nai keno???,63,0
sneaker quality surprisingly good for this price!! sole strong ache,67,1
"Seller er reputation onek bhalo dekhe order korchilam, kintu dhoka khailam.",75,0
"Mone korsilam Indian......ekhon dekhi ....Bd.
Use korle bujha jabe kamon! 
Delivery service onek fast chilo.... 2 din er moddhei hate payechi!",142,0
thanks daraz. brash ta onk soft❤️. sobai nite paren😊,52,1
product ta bhalo apnara chaile kinte paren apnader pimples dur korer jonno.,75,1
"ekTa chole, ar ekTa chole na.",29,0
The product is good. The bristle is made of rubber so it won't hurt.,68,1
bazarer onyo shob dami coil er cheye ei coilti onek valo.,57,1
Bhai eto Vhalo na . Apnara Dokane giye kinle er cheye vhalo paben ✅,67,0
product valo chilo kintu glass pada.,36,0
date + pkg thik ache bt packet chhera!! eto chhera packet dewa thik hoy ni 😒,76,0
"Black Order korlam Pelam Orrange 
eta Kemon!!! 👎",48,0
"The quality of the product is not good, I did not like it.",58,1
"price ta boro misleading!! daraz e 399tk dekhiye kinlam, deliver er pore invoice e 580tk!! hidden charge kothay theke ashlo??",125,0
Vary nice my son really like it,31,1
"ekta screw missing chilo, product assemble korte parlam na!! seller ke bolsi, bole na jani na. pathetic",103,0
"Product er smell kharap, chemical smell.",40,0
daraz nirash krlo,17,0
ki ar rivew dibo discount pailam nia nilam,42,1
Amar review gulo delete kore dey. Daraz shudhu fake.,52,0
sauce ta onek spicy!! description e medium likhchilo. misleading,64,0
It came with scratches and dents.,33,0
aii niye onk bar nilam sotti vlo legeche detergent ta ek kothay osadharon onk din jabot niye aschi,98,1
kapor quality toh masha allah!! wash korar poro o color fade hoy nai. value for money,85,1
ai produced onk valo cgaila apnaraw neta paren and onk valo akta produced tai ame oder korese and onk valo vade oder ti oeyase and onk fast delavare pays and onk valo ata produced chaila apnaraw neta paren ame o neyase and salor vai ka onk onk thanks and darz kaw thabks ato valo produced dawar jonno,300,1
awesome face wash I am personally using and get a better clean satisfactory outcome is really appreciative,106,1
but ager thika akhon packet gula aktu karipe ase,48,0
"Best of the Best product, sm to sm",34,1
storage box quality durable!! lid o tight. satisfied with purchase,66,1
instant noodles onek tasty!! college student er jonno perfect 🍜,63,1
"ekhon eitaa ami ki korbo bolta paren? shomoshya hoishe dekheei to return korchilam. reject kore dilen, ekhon eta die ami ki korbo? taakaTa to paanite gelo amar.",160,0
Good and value-for-money product. You can buy one. The sound quality is very good. The battery life is also good. I use it whole day and found that every day consumes 10% of the battery. Incoming call vibration alert is very useful for me. Thanks to the seller.,261,1
Omg Ami expect Kori nai je ato Valo quality Hobe sound ar ar change o thake 5 hours ba 3 hours ar 30m change ei full charge Valo apnara nite paren must suggest,159,1
bhai ei ta er voucher ekhono asheni 😒,37,0
"Alhamdulillah pawdar gula o onk Valo 
kom price er moddhe
sobai chaile nite paren",81,1
pekejing sundor akhono use kra hyni use kore abaro review dibo insallah,71,0
product valo but eitar shathe charging cable deynai,51,0
good for children. the toys are good,36,1
valo kinto w8 komano baranor chabi ta low quality hoye gace...👍👍👍,65,0
Ekdom bekar product. Ami reject kori.,37,0
akhono use kori nai but 3kg nisi.. dam kom tai nilam akhon Dekhi Kemon hoy..,76,0
1 star reviews pora uchit chilo.,32,0
"Jeta order korchilam, sheta naki stock e chilo na, taage ekta onno jinish pathiye dise. E ki osommob dhristhota!",112,0
good Thank you,14,1
kom dame ekta detergent powder peyechi. kapor kmn poriskar hoi jani na tobe asha kori valo hobe.nice product.,109,1
good product according to price,31,1
ekhon er smell ta valo lge nai ager ta valo chilo,49,0
"egulo dui packet bazaare 90 takaay kinte pawa jay, ekhane khorse 102 taka😭",74,0
"Installation manual ta puro Hindi/Chinese e likha, English e kichu bujhi na.",76,0
 quantity kom mone hochche,26,0
The hand gripper is veryy nicee andd the qualityy is alsoo good 👍,65,1
 game a sound onek deley kore,29,0
grip onk baje finger pain hoy grip ar karone probably worst product i have ever bought from daraz,97,0
"khub baje ekta product. earbuds er box shompornooshto. 2/3 ghonta charge dile 1 ghonta babohaar. earbuds e onek dag ache, mone hoy age er babohaar kora.",152,0
Etto regret. Ki ar bolbo.,25,0
valoi hoyto  nite paren apnara sobai,36,1
Khub hotash hoyechi. Daraz er upor theke trust uthe geche.,58,0
"Jibone konodin Daraz theke r kichu kinbo na, promise!",53,0
Vai jinis thik ase but colour ta thik pailam na . chaisilam black dilen pink😠,77,0
Daraz er branding o kharap hocche.,34,0
lamp switch kaj kore na from day 1!! defective item pathiyeche,62,0
Product ta purono. Dust pore ache. Used item.,45,0
Daraz er services din din bekar hocche.,39,0
"Too much Base (Can be improved here). In this price range, recommended.",71,1
alhamdulillah best quality.,27,1
Not possible to adjust the gripper weight.,42,0
Mone hoy Daraz ar bhalo product beche na.,41,0
Daraz er service din din bekar hocche.,38,0
"very good product 😊,but packing ta Valo silo na,time er age payesu",66,1
"best quality,, but ektu choto,, tao dekhte cute ache,, ar sound ta motamuti valoi ache..
sobai nite paren,, seller ke thanks..",126,1
prod valo bt arthek ache!! khub hatash 😤,40,0
it's really awesome. 6kg order korsilam. packaging khub e valo chilo. minister er eta age use kora hoyni use korle valo vabe review dite partam. tobe amk kono gift deyni🥺🥺🥺,172,1
"Received in good condition.
Genuine product.
Considering the price and quality, I am highly satisfied.
A lot of thanks to Daraz and the seller.
More thanks to Daraz for the free gift.",183,1
daam ektu beshi.,16,0
asholeo khub valo akta product. Daraz ke Dhonnobad 50% Discount dewar jonno.Recommended,87,1
shob sesh..,11,0
valo product. onk valo kaj kore. thank u Daraz.  :),51,0
airpod ta paici but case ta charge nicceo na r airbuds guloke charge dicceo na ki korbo bujtesina😅,98,0
